month,period,mean,p25,p50,p75,p90
2026-01-01,peak,66.64168902517017,17.23238055004646,70.46066605978594,107.9557374411475,154.45229320318956
2026-01-01,off_peak,74.36217912225186,39.42642303949009,69.49666881542578,108.86833487199532,143.00053879660035
2026-02-01,peak,56.805305479560054,10.92596801294458,57.42129758976439,104.46329711991245,145.26069451827613
2026-02-01,off_peak,70.08774235130339,37.98312987951666,67.69676114336526,105.86459419172382,136.26720469632247
2026-03-01,peak,19.975296753939336,-28.549142141416922,20.156227884314223,66.36729240683465,118.72356561834886
2026-03-01,off_peak,39.217289534862715,1.5739567204338627,36.62636076613575,76.4577078006887,108.81645474244195
2026-04-01,peak,17.980448472484337,-35.399908037243996,21.66093642365434,63.312385009306034,111.79715691325904
2026-04-01,off_peak,38.77427924834453,6.7193299519325596,37.73299583152448,69.02662053377156,96.64416011066993
2026-05-01,peak,-0.857459939276974,-43.22898329561589,-2.207754734531555,49.050709793714056,99.25599573438937
2026-05-01,off_peak,29.303699797013763,-4.250400729887215,29.24815400570854,62.818311232775535,100.83492118737422
2026-06-01,off_peak,33.43784869682576,-6.272685848034328,29.844944170750942,70.92484866784011,107.77226349138037
2026-06-01,peak,16.55504291622683,-35.6463649551341,13.149688871279665,66.21118512220772,111.22871044307279
2026-07-01,off_peak,47.85166835243129,7.097032398065739,49.40044954729299,85.46126521545739,113.28563791777606
2026-07-01,peak,59.40337637794371,5.5584548717347655,58.2121049873131,113.98143460173205,148.03466707222626
2026-08-01,off_peak,62.58952939163865,26.847694842380506,59.429112100696386,99.26309560213039,133.81205973690172
2026-08-01,peak,59.542118431019425,8.70678055945947,59.21146302029562,101.8392470354876,155.12959508921662
2026-09-01,peak,61.25724244835692,9.184795635143447,59.12963508875181,114.38221986227535,156.84919236584935
2026-09-01,off_peak,55.24650817357674,17.287453730859053,53.423012121523705,92.5148796314275,129.7756999974047
2026-10-01,off_peak,51.421711526040674,7.489593740631957,52.826769992983586,98.82935317538521,125.68883158573081
2026-10-01,peak,45.997678416596884,-6.579903982097642,50.34787331855779,97.86155759080023,150.23076352781993
2026-11-01,peak,51.44352687167075,2.988205228350772,52.06633595283367,101.0910970655638,136.18331107919883
2026-11-01,off_peak,63.014753370852326,27.53546435735597,67.18883626653886,98.23557561554318,124.0049566225252
2026-12-01,peak,64.16854392835859,14.994159131990399,61.97492838045085,113.42828360483546,170.13490660871133
2026-12-01,off_peak,64.36958949808275,31.3385492662908,65.81602599733841,102.52685507058871,128.25768411838462
2027-01-01,off_peak,86.01553005657246,51.96123757172767,93.92657505761704,123.5869262221711,151.9436776524291
2027-01-01,peak,77.04087829539414,18.674757513890484,77.15507455558321,125.74049319198284,176.4888029071972
2027-02-01,peak,50.38560101969707,3.8596185744257276,48.56174239490096,101.6429008535248,148.12789168032614
2027-02-01,off_peak,68.95336151258022,31.071441803117082,71.98545784867693,108.44757672213939,143.21178286734724
2027-03-01,peak,35.21531333452887,-13.707178725151001,41.47427023859923,83.42634048249369,117.98514617055294
2027-03-01,off_peak,45.56378132113136,12.934432959039691,43.3444927652759,78.37551887570203,114.83502313254414
2027-04-01,peak,15.790551068188792,-33.32294633206302,7.299831239723475,63.16618648338707,112.58933703376091
2027-04-01,off_peak,33.20725123117978,-2.8057948928888496,32.2611588474943,69.40083409588503,101.21787209491085
2027-05-01,peak,5.956027793940457,-44.1592559859718,6.1064927110234635,64.29325964448518,97.13039578274784
2027-05-01,off_peak,38.91589685971804,1.702982254882043,43.89288591101181,77.39189538612051,105.05342058191519
2027-06-01,off_peak,45.323728098829264,6.247344542643022,44.962847015442804,85.7241781224658,124.8012092783678
2027-06-01,peak,10.280250622352769,-47.38716063201859,6.708643965557513,58.26654741892689,119.73886445988656
2027-07-01,off_peak,56.83890739677187,15.957837767445154,61.67309381157001,94.26285865113795,128.79077191434763
2027-07-01,peak,52.43159886353406,-1.9687229348124564,52.17504938857743,100.905517272574,155.01062055096307
2027-08-01,peak,59.836519846524844,7.5612466226832105,63.6032870875235,115.05945541801405,153.61195748271697
2027-08-01,off_peak,73.15304243165225,30.18028290631944,80.14261789691622,114.46053631997964,152.207260775413
2027-09-01,peak,46.63337897598817,0.2867824276547708,50.445788396300955,93.15241009908807,142.4891092002368
2027-09-01,off_peak,57.950759643679845,23.75665843107091,50.62162192260692,91.7009786269063,130.99786717093295
2027-10-01,peak,40.87023092015281,-7.50598480042806,42.60375510266577,92.98492791014789,133.57887851677893
2027-10-01,off_peak,58.449596401030405,23.416981703447334,56.37763648440657,98.22274984275668,130.57948568601958
2027-11-01,peak,47.51133568312707,-9.061217074409399,45.12122078905519,96.69939659609982,148.8711489603408
2027-11-01,off_peak,62.49367971962951,23.11799284787927,61.974399588265285,94.18584449181023,126.01916157350371
2027-12-01,peak,71.09431065829128,13.877285496364408,67.66473526640843,121.33347318447495,183.24101108645598
2027-12-01,off_peak,88.40235579646152,50.2765639765633,90.02937126315064,124.68992283599951,152.46253242347595
2028-01-01,off_peak,96.3958745347237,62.522599039995974,98.2383798907878,130.4045948258822,155.24538422898883
2028-01-01,peak,73.48740605835381,25.272965161011033,66.95157935475983,123.88557859881871,187.83855733422865
2028-02-01,off_peak,65.13849619345532,30.349524844936752,69.35047757043066,96.9662936485802,135.2500150615898
2028-02-01,peak,52.921220576992184,2.710257255062734,53.43490328857318,102.07497890053958,143.41504898420445
2028-03-01,peak,26.458956577658537,-31.30161102064369,18.47034850292068,75.52025987651928,142.22328026379478
2028-03-01,off_peak,45.41892532471687,11.817417567225979,42.11141444343694,79.05397488746246,113.88197436311113
