capacity_factor,da_basis_mean,da_basis_std,da_hub_std,da_busbar_std,corr_gen_da_hub,corr_gen_da_busbar,neg_da_hub_pct,neg_da_busbar_pct
0.37007637621654504,-0.10734549878345508,4.724726282432433,61.84201141746693,61.996761299435946,-0.3049358766317113,-0.3106973374071062,0.06071319951338199,0.06645377128953771
